left_spec_id,right_spec_id,label
www.ebay.com//53633,www.priceme.co.nz//1762,0
www.ebay.com//54114,www.ebay.com//56394,0
www.ebay.com//46830,www.ebay.com//42569,0
www.ebay.com//45184,www.ebay.com//58266,0
www.ebay.com//48415,www.ebay.com//48027,0
www.ebay.com//42074,www.ebay.com//54497,0
www.ebay.com//55380,www.shopbot.com.au//1394,0
www.ebay.com//46788,www.ebay.com//42739,0
www.ebay.com//54543,www.ebay.com//57137,0
www.ebay.com//54040,www.ebay.com//54457,1
www.mypriceindia.com//142,www.ebay.com//56445,0
www.ebay.com//24280,www.eglobalcentral.co.uk//361,0
www.ebay.com//60035,www.ilgs.net//47,0
www.ebay.com//43683,www.priceme.co.nz//1980,0
www.ebay.com//44028,www.ebay.com//42055,0
www.garricks.com.au//31,www.ebay.com//48947,0
www.ebay.com//53633,www.wexphotographic.com//587,0
www.ebay.com//47095,www.ilgs.net//86,0
www.priceme.co.nz//1833,www.ebay.com//54202,0
www.mypriceindia.com//142,www.gosale.com//953,0
www.ebay.com//24206,www.priceme.co.nz//2093,0
www.ebay.com//54776,www.ebay.com//24957,0
www.ebay.com//44570,www.ebay.com//43259,0
www.ebay.com//56845,www.ebay.com//47729,1
www.mypriceindia.com//35,www.pricedekho.com//1242,1
www.ebay.com//47564,www.ebay.com//24817,0
www.ebay.com//47121,www.ebay.com//59297,0
www.ebay.com//42268,www.priceme.co.nz//2382,0
www.ebay.com//42902,www.priceme.co.nz//2382,0
www.ebay.com//54907,www.shopmania.in//1284,0
www.ebay.com//56661,www.priceme.co.nz//1914,0
www.ebay.com//54939,www.ebay.com//60522,0
www.ebay.com//52627,www.walmart.com//633,0
www.ebay.com//47725,www.ebay.com//55935,0
www.ebay.com//55912,www.ebay.com//25120,0
www.ebay.com//55173,www.priceme.co.nz//1847,0
www.ebay.com//43434,www.pricedekho.com//1088,0
www.ebay.com//55717,www.ebay.com//44606,0
www.ilgs.net//43,www.pcconnection.com//4476,0
www.ebay.com//54776,www.ebay.com//46788,0
www.ebay.com//44670,www.ebay.com//56851,0
www.ebay.com//54776,www.ebay.com//24887,0
www.priceme.co.nz//1847,www.ebay.com//44553,0
www.mypriceindia.com//211,www.priceme.co.nz//1914,0
www.gosale.com//630,www.ilgs.net//47,0
cammarkt.com//413,www.ebay.com//60484,0
www.ebay.com//53871,www.shopbot.com.au//1394,0
www.ebay.com//53930,www.ebay.com//24957,0
www.ebay.com//53632,www.ebay.com//54333,0
www.ebay.com//44606,www.ebay.com//55935,0
www.ebay.com//55717,www.ebay.com//43213,0
www.ebay.com//41983,www.wexphotographic.com//198,0
www.gosale.com//1484,www.mypriceindia.com//710,0
www.ebay.com//55644,cammarkt.com//203,0
www.ebay.com//42055,www.ebay.com//45946,0
www.ebay.com//24280,www.ebay.com//45497,0
www.ebay.com//54497,www.gosale.com//462,0
cammarkt.com//413,www.ebay.com//60118,0
www.shopbot.com.au//260,www.garricks.com.au//29,0
www.camerafarm.com.au//710,www.ebay.com//45101,0
www.ebay.com//42386,www.eglobalcentral.co.uk//698,0
www.ebay.com//57071,www.ebay.com//54497,0
www.shopbot.com.au//1593,www.ebay.com//60718,0
www.walmart.com//644,www.ebay.com//45766,0
www.ebay.com//56359,www.ebay.com//48259,0
www.ebay.com//53706,www.ebay.com//56369,0
www.walmart.com//762,www.ebay.com//48591,0
www.pricedekho.com//1088,www.ebay.com//47451,0
www.mypriceindia.com//142,www.gosale.com//1484,1
www.ebay.com//60118,www.camerafarm.com.au//811,0
www.ebay.com//42268,buy.net//5946,0
www.ebay.com//47932,www.mypriceindia.com//710,1
www.ebay.com//56845,www.camerafarm.com.au//739,0
buy.net//5698,www.ebay.com//53278,1
www.ebay.com//24608,www.ebay.com//55277,0
www.ebay.com//54907,www.ebay.com//42569,0
www.gosale.com//953,www.ebay.com//58266,0
www.eglobalcentral.co.uk//585,www.ebay.com//55644,0
buy.net//5791,www.gosale.com//630,0
www.ebay.com//47729,www.ebay.com//60118,0
www.camerafarm.com.au//710,www.ebay.com//42517,0
www.camerafarm.com.au//796,www.gosale.com//1049,0
www.shopbot.com.au//260,www.ebay.com//60118,0
www.flipkart.com//2178,www.ebay.com//59599,0
www.ebay.com//44615,www.ebay.com//45497,0
www.mypriceindia.com//211,www.ilgs.net//104,0
www.shopbot.com.au//1301,www.ebay.com//25120,0
www.shopbot.com.au//271,www.ilgs.net//104,0
www.ebay.com//55534,www.eglobalcentral.co.uk//698,0
www.shopmania.in//859,www.ebay.com//56359,0
www.ebay.com//43326,www.wexphotographic.com//589,0
www.priceme.co.nz//2043,www.walmart.com//633,1
www.ebay.com//54403,www.ebay.com//60231,0
www.ebay.com//24741,www.gosale.com//953,0
www.ebay.com//54776,www.shopmania.in//1284,0
www.pricedekho.com//1093,www.ebay.com//43213,0
www.mypriceindia.com//211,www.ebay.com//60484,0
www.camerafarm.com.au//739,www.ebay.com//54400,0
www.priceme.co.nz//2093,www.ebay.com//25120,0
buy.net//5641,www.ebay.com//54040,0
www.ebay.com//52627,www.ebay.com//56369,0
www.priceme.co.nz//1746,www.ebay.com//47451,0
www.ebay.com//52627,www.ebay.com//45101,0
www.ebay.com//42173,www.ebay.com//54482,1
www.ebay.com//55623,www.camerafarm.com.au//739,1
www.ebay.com//42039,www.priceme.co.nz//54,0
www.ebay.com//54482,buy.net//6145,0
www.ebay.com//56661,www.ebay.com//44570,0
www.priceme.co.nz//2043,www.pcconnection.com//4476,0
www.ebay.com//42307,www.shopmania.in//1311,0
www.ebay.com//59301,www.ebay.com//48259,0
www.ebay.com//42073,www.ebay.com//56678,0
www.ebay.com//54040,www.ebay.com//44553,0
www.ebay.com//55768,www.ebay.com//43019,1
www.ebay.com//53706,www.ebay.com//48599,0
www.ebay.com//54560,cammarkt.com//203,0
www.pricedekho.com//1093,www.ebay.com//54333,0
www.ebay.com//24887,www.ebay.com//54202,0
www.ebay.com//54324,www.ebay.com//56851,0
www.ebay.com//24741,www.shopmania.in//1311,0
www.shopmania.in//974,www.eglobalcentral.co.uk//698,0
www.ebay.com//55623,www.shopmania.in//1226,0
www.ebay.com//56576,www.ilgs.net//43,0
www.gosale.com//630,www.shopbot.com.au//388,0
www.ebay.com//43811,www.ebay.com//47451,0
www.ebay.com//47338,www.pricedekho.com//1198,0
www.mypriceindia.com//775,www.priceme.co.nz//1847,0
www.wexphotographic.com//587,www.ebay.com//45766,0
www.ebay.com//53179,www.ebay.com//59599,0
www.ebay.com//58750,www.mypriceindia.com//155,0
www.ebay.com//57139,www.shopbot.com.au//271,0
www.price-hunt.com//9553,www.wexphotographic.com//198,0
www.ebay.com//42268,www.ebay.com//44274,0
www.camerafarm.com.au//796,www.ebay.com//54939,0
www.walmart.com//633,www.ebay.com//48259,0
www.ebay.com//25039,www.ebay.com//44553,0
www.shopbot.com.au//331,www.ebay.com//45497,0
www.gosale.com//1122,www.camerafarm.com.au//758,0
www.ebay.com//57139,www.shopbot.com.au//260,1
www.ebay.com//58588,www.ebay.com//42173,0
www.ebay.com//48251,www.ebay.com//52805,0
www.walmart.com//762,www.ebay.com//56369,0
www.ebay.com//54939,www.shopbot.com.au//388,0
www.ebay.com//43019,www.priceme.co.nz//1833,0
buy.net//5641,www.pricedekho.com//1022,0
www.pricedekho.com//1022,www.ebay.com//42307,0
www.gosale.com//1122,www.shopbot.com.au//1593,0
www.ebay.com//58588,www.ebay.com//57346,0
www.ebay.com//42055,www.ebay.com//25039,1
www.ebay.com//43020,www.shopbot.com.au//401,0
www.eglobalcentral.co.uk//135,www.ebay.com//54386,0
www.mypriceindia.com//211,www.ebay.com//60522,0
www.ebay.com//56033,www.ebay.com//43543,0
www.ebay.com//54403,www.ebay.com//45497,0
www.ebay.com//55526,www.ebay.com//43019,0
www.garricks.com.au//29,www.price-hunt.com//9877,0
www.ebay.com//42902,www.mypriceindia.com//63,0
www.ebay.com//42073,www.flipkart.com//2193,0
www.ebay.com//56033,www.ebay.com//56576,0
www.flipkart.com//2178,www.ebay.com//59301,0
www.gosale.com//1484,www.pricedekho.com//1093,1
www.ebay.com//55717,www.ebay.com//45766,0
www.ebay.com//59061,www.ebay.com//54482,0
www.ebay.com//48947,www.priceme.co.nz//2382,0
www.ebay.com//56576,www.ebay.com//47121,1
www.ebay.com//24799,www.flipkart.com//2193,0
www.gosale.com//849,cammarkt.com//501,0
www.ebay.com//41954,www.ebay.com//42173,0
www.ebay.com//25039,cammarkt.com//501,0
www.ebay.com//24625,www.priceme.co.nz//1746,0
www.price-hunt.com//9553,www.ebay.com//46098,0
www.ebay.com//55526,www.ebay.com//56162,0
www.ebay.com//53871,www.ebay.com//44274,0
www.ebay.com//55534,www.ebay.com//44635,0
www.ebay.com//56644,www.ebay.com//25180,0
www.camerafarm.com.au//721,www.pricedekho.com//1242,1
www.ebay.com//54907,www.ebay.com//55080,0
www.wexphotographic.com//589,www.camerafarm.com.au//740,0
www.garricks.com.au//66,www.ebay.com//52805,0
www.ebay.com//48415,www.shopbot.com.au//260,1
www.ebay.com//47932,www.ebay.com//43741,0
www.ebay.com//56380,www.ebay.com//54559,0
www.gosale.com//849,www.ebay.com//24967,0
www.ebay.com//43683,www.ebay.com//58750,0
www.ebay.com//54217,www.camerafarm.com.au//758,0
www.price-hunt.com//9794,www.ebay.com//54892,0
www.ebay.com//43326,www.ebay.com//43019,0
www.camerafarm.com.au//758,www.priceme.co.nz//2246,0
www.gosale.com//1049,www.ilgs.net//43,0
buy.net//5641,www.shopbot.com.au//388,0
www.eglobalcentral.co.uk//585,www.camerafarm.com.au//738,0
www.ebay.com//55954,www.ebay.com//43259,0
www.ebay.com//24524,www.ebay.com//42307,0
www.ebay.com//24741,www.ebay.com//24625,0
www.priceme.co.nz//1675,www.shopbot.com.au//331,0
www.ebay.com//54776,www.shopbot.com.au//260,0
www.ebay.com//54776,www.ebay.com//56644,0
www.ebay.com//55173,www.garricks.com.au//31,1
www.pricedekho.com//1022,www.ebay.com//60718,0
www.garricks.com.au//31,www.ebay.com//42569,0
www.priceme.co.nz//1980,cammarkt.com//203,0
www.ebay.com//41954,www.ebay.com//46788,0
www.ebay.com//43741,www.ebay.com//24817,0
www.ebay.com//56162,www.ebay.com//59174,1
www.ebay.com//56845,www.ebay.com//54907,1
www.shopbot.com.au//1325,www.ebay.com//24887,0
www.flipkart.com//2178,www.ebay.com//24016,0
www.ebay.com//42598,www.shopmania.in//1311,0
www.ebay.com//54560,www.ebay.com//24799,0
www.gosale.com//953,www.ebay.com//55080,0
www.ebay.com//55080,buy.net//5946,0
www.ebay.com//43503,www.ebay.com//42504,0
www.shopbot.com.au//271,www.ebay.com//25120,0
www.shopbot.com.au//1325,www.camerafarm.com.au//721,0
www.ebay.com//25039,www.ebay.com//56576,0
www.ebay.com//44643,www.ebay.com//56661,0
www.walmart.com//633,www.ebay.com//47451,0
www.ebay.com//44635,www.ebay.com//42739,0
www.pricedekho.com//983,www.ebay.com//42433,0
www.ebay.com//46468,www.ebay.com//24858,0
www.ebay.com//46468,www.ebay.com//60118,0
www.ebay.com//56445,www.priceme.co.nz//2246,0
www.price-hunt.com//9794,www.ebay.com//54386,0
www.mypriceindia.com//211,www.shopbot.com.au//388,0
www.ebay.com//54907,www.shopbot.com.au//388,0
www.ebay.com//56033,www.ebay.com//57071,0
www.ebay.com//58588,www.ebay.com//42902,0
www.ebay.com//47338,www.ebay.com//45101,0
www.ebay.com//57139,www.ebay.com//56359,0
www.ebay.com//55644,www.ebay.com//59174,0
www.shopbot.com.au//1301,www.ebay.com//46098,0
www.ebay.com//58782,www.ebay.com//46356,0
www.ebay.com//42739,www.ebay.com//60718,0
www.ebay.com//46788,www.shopmania.in//1311,0
www.price-hunt.com//9794,www.pcconnection.com//4476,0
www.walmart.com//697,www.shopbot.com.au//1460,0
www.pricedekho.com//983,www.ebay.com//47338,0
www.ebay.com//55644,www.ebay.com//54333,0
www.mypriceindia.com//710,www.ebay.com//43409,0
www.ebay.com//42196,www.priceme.co.nz//1675,0
www.ebay.com//47338,www.ebay.com//56394,0
www.ebay.com//53632,www.priceme.co.nz//1847,1
www.ebay.com//55172,www.ebay.com//48111,1
www.ebay.com//25039,www.shopbot.com.au//331,0
www.garricks.com.au//66,www.ebay.com//42307,0
www.camerafarm.com.au//796,www.ebay.com//59791,0
www.ebay.com//54333,www.wexphotographic.com//587,0
www.ebay.com//54776,www.ebay.com//46468,0
www.ebay.com//59612,www.ebay.com//44635,0
www.ebay.com//24608,www.camerafarm.com.au//740,0
www.ebay.com//42569,www.ilgs.net//43,0
www.ebay.com//43326,www.walmart.com//644,0
www.camerafarm.com.au//710,www.ebay.com//43020,0
www.ebay.com//55623,www.ebay.com//42268,0
www.shopbot.com.au//1664,www.ebay.com//56359,0
www.ebay.com//54255,www.ebay.com//53260,0
www.ebay.com//53179,www.ebay.com//42307,0
www.ebay.com//44280,www.ebay.com//25120,0
www.price-hunt.com//9553,www.ebay.com//47107,0
www.shopbot.com.au//1222,www.pricedekho.com//1022,0
www.wexphotographic.com//198,www.shopbot.com.au//388,0
www.gosale.com//630,www.priceme.co.nz//2346,0
www.ebay.com//24016,www.camerafarm.com.au//739,0
www.ebay.com//41983,www.priceme.co.nz//1778,1
www.camerafarm.com.au//796,www.ebay.com//46524,0
www.gosale.com//953,www.ebay.com//24206,0
www.price-hunt.com//9553,www.ilgs.net//104,0
www.ebay.com//42835,www.ilgs.net//43,0
www.ebay.com//53179,www.priceme.co.nz//54,0
www.ebay.com//24016,www.ebay.com//43543,0
www.ebay.com//24741,www.ebay.com//59301,0
buy.net//5791,www.ebay.com//48027,0
www.ebay.com//43683,www.ebay.com//60035,0
www.priceme.co.nz//2064,www.ebay.com//57508,0
www.ebay.com//24206,www.shopbot.com.au//331,0
www.ebay.com//56162,www.ebay.com//48259,0
www.ebay.com//24280,www.ebay.com//43019,0
www.ebay.com//55768,www.ebay.com//52805,0
www.ebay.com//24625,www.ebay.com//42835,0
www.ebay.com//56845,www.ebay.com//57363,0
www.ebay.com//42073,www.ebay.com//56851,0
www.mypriceindia.com//710,www.ebay.com//54457,0
www.ebay.com//24967,www.ebay.com//47095,0
www.price-hunt.com//9553,www.pcconnection.com//4476,0
www.ebay.com//42902,www.ebay.com//54114,0
