id,left_title,right_title,label
61,"nikon coolpix l30 price in india with offers, reviews & full specifications | pricedekho.com",nikon d7000 + tamron 18-270/3.5-6.3 di ii vc pzd  new zealand prices - priceme,0
62,nikon d7000 slr kit af-s 18-105mm vr price in india with offers & full specifications | pricedekho.com,canon eos rebel t5 1200d dslr camera with ef s 18 55 is ii new full warranty 013803237160 | ebay,0
63,nikon d7000 + tamron 18-270/3.5-6.3 di ii vc pzd  new zealand prices - priceme,canon eos 1200d double-zoom-kit with 18-55mm is ii & 55-250mm is ii digital slr camera,0
64,canon powershot sx120 is 10 0 mp digital camera black as is for parts | ebay,sony cybershot dsc-wx300  new zealand prices - priceme,0
65,nikon d3200 body 24 2 mp with 70 300 mm zoom len | ebay,brand new canon powershot sx600 hs digital camera red 18x zoom 16 0 mp wifi | ebay,0
66,canon eos 60da dslr astrophotography camera 013803151701 | ebay,nikon d800 36 3 mp mb d12 multi power battery pack 018208254804 | ebay,0
67,nikon d800 36 3 mp cmos fx format digital slr camera great camera 23477 018208254804 | ebay,sony cyber shot dsc h400 20 1 mp 63x with soft case bag fast free shipping | ebay,0
68,nikon d3200 red digital slr camera 18 55mm vr 3 lens kit 8gb case tripod | ebay,nikon coolpix s01 10 1 mp digital camera mirror silver 018208263479 | ebay,0
69,canon eos 20d 8 2 mp digital dslr camera body lens | ebay,nikon d7000 dslr digital camera sn 3071608 017856441659 | ebay,0
70,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,sony alpha a5000 - price comparison & reviews - digital cameras - australia,0
71,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,canon 5d 12 8 mp w really right stuff l plate split indicator screen 013803056853 | ebay,0
72,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,nikon 1 j3 mirrorless camera w 10 30mm lens 10 30 mm 018208276387 | ebay,0
73,new canon eos 7d mark ii digital slr camera mk2 ef s 18 135mm is stm lens kit | ebay,canon eos 7d mark ii gps hd digital slr camera body kit new usa 013803117493 | ebay,1
74,"nikon coolpix l30 price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",nikon d90 12 3 mp digital slr camera black body only 25446 018208254460 | ebay,0
75,canon eos 20d 8 2 mp digital slr camera body only | ebay,sony alpha a5000 with 16-50mm lens digital mirrorless camera - white,0
76,sony cyber shot 63x super zoom dsc h400 hd digital camera new usa | ebay,canon eos 1200d - digital cameras - photo - visual | ilgs.net,0
77,canon eos 20d 8 2 mp digital slr camera black w image stabilzer 28 135mm lens | ebay,nikon d7000  new zealand prices - priceme,0
78,canon eos 20d 8 2 mp digital slr camera body | ebay,nikon d80 dslr camera body acessories 2 battery packs 018208254125 | ebay,0
79,nikon d3200 black w/ 18-55mm vr lens,canon eos 5d 12 8mp digital slr with battery grip bg e4 from japan 12011 013803056853 | ebay,0
80,canon powershot sx120 is 10 0 mp digital camera black as is for parts | ebay,sony cyber-shot h400 digital camera (dsch400b.ceh) - wex photographic,0
81,nikon d800 36 3 mp cmos fx format digital slr camera great camera 22358 018208254804 | ebay,nikon d7000 + 18-105mm f/3.5-5.6g ed-if af-s vr dx zoom-nikkor - digital cameras - photo - visual | ilgs.net,0
82,nikon d90 + 18-105/3.5-5.6 vr  new zealand prices - priceme,canon eos rebel t5 1200d slr camera 3 lens 18 55 is 24gb kit more brand new | ebay,0
83,"nikon coolpix l30 price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",canon powershot sd30 5mp digital elph on sale for $358.99,0
84,canon eos 7d mark ii dslr camera body usa warranty 9128b002 new 013803117493 | ebay,sony a5000  new zealand prices - priceme,0
85,canon eos 20d 8 2mp digital slr camera body 486 | ebay,nikon d7000 16 2mp digital slr camera body 366 018208254682 | ebay,0
86,nikon d90 12 3 mp digital slr camera black kit w vr 18 105 mm lens | ebay,nikon 1 j3 14 2 mp digital camera white kit w vr 10 30mm lens 018208276387 | ebay,0
87,nikon d3200 dslr camera import 18 55 vr w a and tele 7 lens 24gb bundle | ebay,nikon d3200 dslr camera with 18 55mm and 55 200mm lenses black | ebay,1
88,"nikon d7000 (18-105 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",nikon d7000 slr kit af-s 18-105mm vr price in india with offers & full specifications | pricedekho.com,1
89,nikon d3200 24 2mp digital slr 18 55mm 55 200mm nikkor non vr lenses bundle | ebay,fujifilm finepix s1 weather resistant 16 mp digital camera black 16408967 | ebay,0
90,nikon d3200 24 2 mp digital slr camera black kit w af s vr dx 18 55mm | ebay,nikon coolpix s01 10 1 mp digital camera white 018208132799 | ebay,0
91,nikon d90 digital slr camera bundle with 18 108 mm lens charger and bag 018208254460 | ebay,nikon 1 j3 + 10-30/3.5-5.6 vr + 30-110/3.8-5.6 vr  new zealand prices - priceme,0
92,canon powershot digital elph sd30 digital ixus i zoom 5 0 mp digital camera 750845826265 | ebay,nikon 1 j3 + 10-30/3.5-5.6 vr + 30-110/3.8-5.6 vr  new zealand prices - priceme,0
93,nikon d3200 24 2 mp digital slr camera black kit w af s dx 18 55mm lens | ebay,"nikon d7000 body digital camera prices, shopping comparison for nikon d 7000 body, buy online in india - shopmania",0
94,new nikon d7000 digital slr camera w 4 lens complete dslr kit 24gb top value 018208254682 | ebay,canon eos 1200d + 18-200mm  new zealand prices - priceme,0
95,nikon d90 12 3 mp digital slr camera usa black with 18 70 dx lens 25446 018208254460 | ebay,canon eos rebel t5 1200d dslr camera with ef s 18 55 is ii new full warranty 013803237160 | ebay,0
96,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,nikon black d3200 digital slr camera - walmart.com,0
97,nikon d3200 dslr with 18 55mm vr and af 70 300mm f4 5 6g twin lens kit s3324 | ebay,nikon d90 12 3mp digital slr camera body used $1 018208254460 | ebay,0
98,nikon d3200 dx nikkor 18 55mm f 3 5 5 6g vr | ebay,new fujifilm s1 digital camera 50x zoom weather resistant fuji s1 | ebay,0
99,nikon d3200 digital slr camera 18 55mm lens 70 300mm lens | ebay,nikon d800 + 24-70/2.8 g  new zealand prices - priceme,0
100,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,"fujifilm finepix sl300 point & shoot digital camera black price in india with offers, reviews & full specifications | pricedekho.com",0
101,sony a3000 digital 20 1mp camera black ilce3000 b body only | ebay,nikon d7000 16 2 mp digital slr camera black body only 8558 018208254682 | ebay,0
102,canon powershot sx600 hs - digital cameras - photo - visual | ilgs.net,"buy nikon j3 interchangable lens digital camera, 14.2mp, beige with cameras - digital - slr 27661 today at pc connection",0
103,canon eos 20d 8 2mp digital slr camera body 486 | ebay,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,0
104,canon eos 20d digital camera w tamron 28 80mm lens | ebay,nikon d800 36 3 mp cmos fx format digital slr camera great camera 22939 018208254804 | ebay,0
105,canon eos 20d 8 2mp digital slr camera body 486 | ebay,nikon d90 12 3 mp digital slr camera black body only 9700 018208254460 | ebay,0
106,nikon d800 + 24-70/2.8 g  new zealand prices - priceme,nikon d90 camera body with everything shown in gallery pictures 018208254460 | ebay,0
107,"sony ilce 3000k (18-55 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",canon eos 1200d + 18-200mm  new zealand prices - priceme,0
108,sony alpha a5000 20.1mp camera on sale for $398.00,canon eos 1200d - digital cameras - photo - visual | ilgs.net,0
109,cammarkt | canon eos 20d 8.2mp digital slr camera with ef-s 18-55mm f/3.5-5,nikon d3200 digital slr camera w 18 55mm lens 32gb complete kit | ebay,0
110,nikon d80 10 2 mp digital slr camera body only faulty damaged parts or repair 018208254125 | ebay,sony alpha a5000 - price comparison & reviews - digital cameras - australia,0
111,nikon d800 digital slr camera body only 36 3 megapixel full 1080p hd video 018208254804 | ebay,nikon d7000 16 2mp digital slr camera body 366 018208254682 | ebay,0
112,nikon d800 complete professional photography kit w accessories 018208254804 | ebay,fujifilm finepix s series sl300 14 0 mp digital camera black fpsl300 074101014495 | ebay,0
113,nikon d7000 16 2 mp digital slr camera black body only 8558 018208254682 | ebay,nikon d90 12 3mp digital slr camera body used $1 018208254460 | ebay,0
114,sony a3000 digital 20 1mp camera black ilce3000 b body only | ebay,nikon d7000 camera body accessories low shutter count exceptional condition 018208254682 | ebay,0
115,nikon dslr d3200 digital camera lot | ebay,nikon coolpix s01 pink digital camera  (vna214e1) - wex photographic,0
116,nikon coolpix l30 20.1mp digital camera on sale for $86.95,"nikon d3200 (body only) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",0
117,cannon powershot sx120 is | ebay,cammarkt | sony a55 dslr camera with 18-55mm zoom lens,0
118,nikon d80 dslr camera body acessories 2 battery packs 018208254125 | ebay,nikon d7000 16 2 mp digital slr camera black kit w af s dx 18 105mm ed vr | ebay,0
119,canon eos 20d 8 2 mp digital slr camera body only | ebay,nikon coolpix s01 10 1 mp digital camera pink 0018208131808 | ebay,0
120,nikon d7000 dslr digital camera sn 3071608 017856441659 | ebay,panasonic lumix dmc-g10 12.1mp live mos on sale for $759.99,0
121,cammarkt | canon eos 20d 8.2mp digital slr camera with ef-s 18-55mm f/3.5-5,fujifilm x series x10 12 0 mp digital camera black | ebay,0
122,nikon d3200 / 18-105mm kit - price comparison & reviews - digital cameras - australia,nikon d7000 w/ 18-105mm vr ed lens,0
123,nikon d7000 digital slr camera - 16.2mp black (791122) | camerafarm australia,canon eos 5d 12 8mp full frame digital slr camera body 690 013803056853 | ebay,0
124,canon powershot sx120 is 10mp image stabilization 10x optical zoom black | ebay,sony alpha a5000 with 16-50mm lens digital mirrorless camera - black,0
125,nikon d800 36 3 mp digital slr camera black body only 018208254804 | ebay,nikon d7000 dslr digital camera sn 3071608 017856441659 | ebay,0
126,panasonic lumix dmc-g10 with 14-42mm & 45-200mm - price comparison & reviews - digital cameras - australia,nikon 1 j3 14 2 mp digital camera white kit w vr 10 30mm lens w 4gb mc 018208276387 | ebay,0
127,"get the nikon d3200 digital slr camera, 24.2 megapixels for less at walmart.com. save money. live better.",sony a5000 20 1 mp wi fi digital camera silver w 16 50mm lens excellent cond | ebay,0
128,nikon coolpix s01 digital camera silver open box 018208263479 | ebay,infrared converted canon eos 5d 12 8 mp digital slr camera body only 013803056853 | ebay,0
129,nikon d80 dslr body charger batteries memory card bundle 018208254125 | ebay,nikon d90 kit w speedlight and lenses and more 018208254460 | ebay,0
130,"get the nikon d3200 digital slr camera, 24.2 megapixels for less at walmart.com. save money. live better.",nikon coolpix s01 10 1 mp digital camera with 3x zoom nikkor glass lens pink 1 018208132799 | ebay,0
131,"fujifilm finepix sl300 point & shoot digital camera black price in india with offers, reviews & full specifications | pricedekho.com",canon 5d body complete set with extra batteries flash cards 013803056853 | ebay,0
132,"nikon coolpix l30 price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",nikon coolpix l30 20.1mp digital camera on sale for $86.95,1
133,fujifilm x series x10 12 0 mp digital camera black | ebay,nikon d7000 digital slr camera - 16.2mp black (850101) | camerafarm australia,0
134,nikon d90 digital slr camera bundle with 18 108 mm lens charger and bag 018208254460 | ebay,"nikon coolpix s01 red digital camera (10.1 mp, 3x opt) price comparison at buy.net",0
135,nikon d3200 24 2 mp digital slr camera black body only | ebay,"nikon d3200 (body only) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",1
136,nikon d3200 dslr camera import 18 55 vr w a and tele 7 lens 24gb bundle | ebay,nikon d7000 digital slr camera - 16.2mp black (791121) | camerafarm australia,0
137,"nikon d3200 black slr digital camera kit w/ 18-55 mm vr and 55-200 mm non-vr dx zoom lenses (24.2 mp, sd card slot) price comparison at buy.net",nikon d3200 24 2 mp digital slr camera black kit w af s dx 18 55mm lens | ebay,1
138,canon eos 20d dslr w bundle 3 batteries charger case memory strap | ebay,nikon d80 10 2 mp digital slr camera body only 018208254125 | ebay,0
139,nikon d3200 24 2 mp digital slr camera black kit w af s dx 18 55mm lens | ebay,nikon d800 36 3 mp mb d12 multi power battery pack 018208254804 | ebay,0
140,canon powershot sd30 5mp digital elph on sale for $358.99,sony cyber shot dsc h400 20 1 mp 63x with soft case bag fast free shipping | ebay,0
141,nikon d3200 kit with 18-55mm vr ii lens digital slr camera - red,cannon powershot sx120 is | ebay,0
142,"nikon d7000 black slr digital camera kit w/ 18-105 lens (16.2 mp, 5.8x opt, sd/sdhc/sdxc card slots) price comparison at buy.net",sony alpha a5000 20.1mp camera on sale for $398.00,0
143,nikon d3200 dslr camera with 18 55mm and 55 200mm lenses black | ebay,fujifilm x series x10 12 0 mp digital camera black | ebay,0
144,nikon d7000 digital slr camera - 16.2mp black (791122) | camerafarm australia,nikon 1 j3 14 2 mp hd digital camera with 10 30mm vr lens red 018208276387 | ebay,0
145,nikon d800 digital slr camera - 36.3mp - black (vba300ah) | camerafarm australia,canon eos 5d 12.8 mp digital slr camera on sale for $2899.00,0
146,nikon d3200 / 18-105mm kit - price comparison & reviews - digital cameras - australia,fujifilm x series x10 12 0 mp digital camera black | ebay,0
147,nikon coolpix l30 point & shoot camera rs.4695 price in india - buy nikon coolpix l30 point & shoot camera black online - nikon : flipkart.com,nikon d800 with squaretrade transferable warranty and extras 018208254804 | ebay,0
148,canon eos 7d mark ii gps hd digital slr camera body kit new usa 013803117493 | ebay,nikon coolpix s01 10 1 mp digital camera pink 0018208131808 | ebay,0
149,"sony ilce 3000k (18-55 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",canon powershot sx600 hs - digital cameras - photo - visual | ilgs.net,0
150,sony alpha a5000 / 16-50mm kit - price comparison & reviews - digital cameras - australia,new fujifilm s1 digital camera 50x zoom weather resistant fuji s1 | ebay,0
151,canon eos 1200d / 18-55mm kit - price comparison & reviews - digital cameras - australia,canon powershot sx600 hs - digital cameras - photo - visual | ilgs.net,0
152,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,sony alpha a5000 with 16-50mm lens digital mirrorless camera - black,0
153,"fujifilm sl300 digital camera prices, shopping comparison for fujifilm sl 300, buy online in india - shopmania",nikon coolpix s01 digital camera silver open box 018208263479 | ebay,0
154,sony î_ alpha a3000 20 1 mp digital camera black body only | ebay,canon powershot sx600 hs digital camera - red (9342b012aa) - wex photographic,0
155,nikon d3200 + 18-55/3.5-5.6 vr + 55-300/4.5-5.6 vr  new zealand prices - priceme,nikon black d3200 digital slr camera - walmart.com,1
156,nikon d3200 24 2mp digital slr camera body black 301 | ebay,nikon d90 12 3 mp dslr in great condition black w vr 18 200mm lens | ebay,0
157,nikon coolpix l30 digital camera 20 1mp 5x optical zoom red 26438 | ebay,canon powershot sd30 5mp digital elph on sale for $358.99,0
158,canon eos 20d 8 2mp digital slr camera body 486 | ebay,"nikon d7000 body digital camera prices, shopping comparison for nikon d 7000 body, buy online in india - shopmania",0
159,"nikon coolpix l30 price in india with offers, reviews & full specifications | pricedekho.com",nikon d7000 camera body accessories low shutter count exceptional condition 018208254682 | ebay,0
160,"sony ilce 3000k (18-55 mm) price in india, bangalore, hyderabad, delhi, chennai, mumbai, pune, kolkatta",nikon d3200 digital slr camera w 18 55mm lens 32gb complete kit | ebay,0
161,nikon d7000 digital slr camera - 16.2mp black (791121) | camerafarm australia,canon 5d body with battery and charger 013803056853 | ebay,0
162,sony a5000  new zealand prices - priceme,new fujifilm s1 digital camera 50x zoom weather resistant fuji s1 | ebay,0
163,"nikon d4 black slr digital camera - body only (16.2 mp, compactflash card slot) price comparison at buy.net",new canon eos 7d mark ii digital slr camera mk2 ef s 18 135mm is stm lens kit | ebay,0
164,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,nikon d90 kit w speedlight and lenses and more 018208254460 | ebay,0
165,nikon d90 + 18-200/3.5-5.6 vr ii  new zealand prices - priceme,canon 5d body complete set with extra batteries flash cards 013803056853 | ebay,0
166,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,canon eos 5d 12 8mp full frame digital slr camera body 690 013803056853 | ebay,0
167,nikon d7000 16 2 mp digital slr camera black body only 25468 018208254682 | ebay,nikon d7000 with mb d11 battery grip16 2 mp digital slr camera 018208254682 | ebay,1
168,nikon d7000 16 2 mp digital slr camera black kit w af s dx 18 105mm ed vr | ebay,nikon d7000 digital slr camera - 16.2mp black (791121) | camerafarm australia,1
169,nikon d3200 digital slr camera w af s dx vr 55 200mm 018208133093 | ebay,canon eos 7d mark ii  new zealand prices - priceme,0
170,nikon d7000 with mb d11 battery grip16 2 mp digital slr camera 018208254682 | ebay,"canon powershot sx600 hs 16 megapixel compact camera - white (3"" lcd - 18x optical zoom - optical is - 4608 x 3456 image - 1920 x 1080 video - hdmi - pictbridge - hd movie mode) price comparison at buy.net",0
171,new nikon d7000 digital slr camera w 4 lens complete dslr kit 24gb top value 018208254682 | ebay,nikon d90 12 3 mp digital slr camera black kit w vr 18 105 mm lens | ebay,0
172,nikon d3200 + 18-55/3.5-5.6 vr + 55-300/4.5-5.6 vr  new zealand prices - priceme,"buy nikon j3 interchangable lens digital camera, 14.2mp, beige with cameras - digital - slr 27661 today at pc connection",0
173,canon eos 5d 12 8 mp dslr full frame camera w extras great camera 013803056853 | ebay,"canon eos 1200d body digital camera prices, shopping comparison for canon eos 1200 d body, buy online in india - shopmania",0
174,nikon d80 10 2 mp digital slr camera black body only 018208254125 | ebay,infrared converted canon eos 5d 12 8 mp digital slr camera body only 013803056853 | ebay,0
175,new infrared full spectrum ir sony î_ a3000 20 1 mp camera infra red uv astronomy 027242870789 | ebay,nikon d3200 dslr camera 18 55 3 lens kit 24gb case battery filters usa | ebay,0
176,new canon eos 7d mark ii digital slr camera mk2 ef s 18 135mm is stm lens kit | ebay,nikon d90 camera body with everything shown in gallery pictures 018208254460 | ebay,0
177,nikon d3200 24 0 mp digital slr camera kit w vr 18 55mm lens new 16gb sd card 018208254927 | ebay,nikon d3200 24 2 mp digital slr camera black body only 30717 | ebay,1
178,nikon d80 dslr body charger batteries memory card bundle 018208254125 | ebay,nikon d90 digital slr with accessories 018208254460 | ebay,0
179,nikon d3200 dslr camera body w battery pack and charger | ebay,cammarkt | sony a55 dslr camera with 18-55mm zoom lens,0
